"Variables"	"Comp.1"	"Comp.2"	"Comp.3"	"Comp.4"	"Comp.5"	"Comp.6"	"Comp.7"	"Comp.8"	"Comp.9"	"Comp.10"	"Comp.11"	"Comp.12"	"Comp.13"	"Comp.14"	"Comp.15"	"Comp.16"	"Comp.17"	"Comp.18"	"Comp.19"
"bio1"	"0.281570317493735"	"0.186964379181071"	"0.118319801944425"	"0.136403410397481"	"0.0419638165543397"	"0.169290915382284"	"0.190335593273063"	"0.124930214936347"	"0.0720411904471276"	"0.0105375445214628"	"0.0315970499677118"	"0.183127550566032"	"0.0276772720481423"	"0.113705513215938"	"0.247363666339635"	"0.283756644358885"	"0.758697668289844"	"0.00653060324341519"	"4.38056693016984e-09"
"bio10"	"0.298740437342336"	"0.0564283680189033"	"0.0685325092816737"	"0.273863791367053"	"0.00847988418343474"	"0.258901813770005"	"0.208545023986964"	"0.139075915335288"	"0.0582957029703365"	"0.0346540100121959"	"-0.10749204572682"	"0.0732275356240748"	"0.00657336641436924"	"0.0748625131187868"	"0.194529147902322"	"0.247927822959189"	"-0.500102046351762"	"-0.566887252139428"	"-1.0447412982348e-08"
"bio11"	"0.239777914365284"	"0.28284336916121"	"0.133575696659983"	"-0.0112804610609705"	"0.0552525103972013"	"0.0810542267486708"	"0.127277193685968"	"0.0458278206200729"	"0.127391269307424"	"-0.0413695344432945"	"0.240079205087317"	"0.140450929694483"	"-0.0757789641422271"	"0.204124161612596"	"0.0883540048231794"	"0.114380759297836"	"-0.398992143391265"	"0.702720754106719"	"5.87420916248485e-09"
"bio12"	"-0.270007131690362"	"0.214656817917694"	"0.00393390149206479"	"0.218216032398012"	"-0.0180226206853759"	"0.0241662131964468"	"-0.0794132372452163"	"-0.108709655851105"	"0.253422673274697"	"-0.0083677196718106"	"0.0679372405799507"	"-0.490405252535333"	"-0.465099347990518"	"-0.00438342607651875"	"-0.225132117513954"	"0.485596257848373"	"0.0420547911733547"	"-0.0187761803071968"	"1.55753820396903e-09"
"bio13"	"-0.239547651036402"	"0.238332891899911"	"-0.1902996873048"	"0.232087983089844"	"0.169905384028464"	"0.0196323609773132"	"0.0321970559610038"	"-0.153340712499142"	"0.28786924726995"	"-0.444538719231781"	"-0.299227444930401"	"0.23066961887566"	"0.429345221445926"	"0.21207412556892"	"-0.297581245652055"	"0.0276698467741421"	"-0.00369684759653258"	"0.00753040000733535"	"1.96267622864885e-10"
"bio14"	"-0.273243601778131"	"0.12667989488851"	"0.271461706277087"	"0.232495529169258"	"-0.109907835053649"	"-0.00595931714270272"	"0.12514333608755"	"0.17749440742469"	"-0.48523106011029"	"-0.280421817940835"	"0.188002584054521"	"0.395832499829956"	"-0.165939461817721"	"-0.355296670345588"	"-0.228380926428031"	"0.0969555416401241"	"-0.0229122717927351"	"-0.0171872451618863"	"3.51490651033517e-09"
"bio15"	"0.0473048539514277"	"0.158153181278781"	"-0.654610968851111"	"-0.0389151890755439"	"0.471637675832102"	"0.00162038810667897"	"0.229927638047949"	"0.0808777282968484"	"-0.464522620573458"	"-0.00385086972146222"	"0.104697178931874"	"-0.13950022667112"	"-0.0859395959005656"	"0.0635170359803692"	"-0.00104150225948577"	"0.0568026344383692"	"0.00129172029349331"	"-0.00018351577853138"	"-3.4593140820395e-10"
"bio16"	"-0.247876944696566"	"0.239016530337825"	"-0.157667112911287"	"0.213996276312876"	"0.150278068294368"	"0.0272709240675546"	"0.0035481467213528"	"-0.0749821209789722"	"0.300849995410841"	"-0.0179946262704287"	"-0.0506604825519393"	"0.134939101529814"	"-0.276243774793012"	"-0.387514183002903"	"0.549578555973296"	"-0.375955365846194"	"-0.0130446762309181"	"0.0132686805021394"	"-2.13707678243831e-10"
"bio17"	"-0.273432782237037"	"0.135600588428804"	"0.257012729983042"	"0.231349245452664"	"-0.149398419981791"	"-0.0119191774790829"	"0.0437017957091699"	"0.0659829354893523"	"-0.360318728005896"	"-0.172727983865901"	"-0.0630883211486892"	"-0.431485109798149"	"0.15098567754135"	"0.439574911539444"	"0.379629339954874"	"-0.217339860176197"	"0.00468234604682351"	"0.0363262555065738"	"-4.03107331602143e-09"
"bio18"	"-0.295129388881182"	"-0.00900972867982373"	"0.202751071847223"	"0.12473314326984"	"0.170743172538884"	"-0.163991622957538"	"0.556356901867772"	"-0.278189845921072"	"0.0296774600848892"	"0.605723089906766"	"0.0308643603133702"	"0.0879966666929185"	"0.124101553733931"	"0.0748532523618986"	"-0.121163566027468"	"-0.0310887063925279"	"-0.00728850814581303"	"0.000598579396485791"	"-8.50710257912578e-10"
