"Variable"	"PC1"	"PC2"	"PC3"	"PC4"	"PC5"	"PC6"	"PC7"	"PC8"	"PC9"	"PC10"	"PC11"	"PC12"	"PC13"	"PC14"	"PC15"	"PC16"	"PC17"	"PC18"	"PC19"	"PC20"	"PC21"	"PC22"	"PC23"	"PC24"	"PC25"	"PC26"	"PC27"
"bio30"	"-0.224343452963912"	"0.0189521912958676"	"-0.190679220497418"	"-0.0619054916666605"	"-0.0268244281549172"	"-0.150034618595824"	"-0.132469535214562"	"0.0654881802428273"	"-0.300335128026005"	"-0.098599791880707"	"0.0913929637450742"	"0.380405760596631"	"0.0998655695718074"	"-0.0731936474945236"	"-0.173994313154747"	"0.301058200905751"	"-0.0939176274204359"	"0.123023827189585"	"-0.000914911179307289"	"-0.491971281748879"	"-0.0346595482700112"	"0.0069823613830769"	"-0.425577109956016"	"-0.0637275460306992"	"0.148932356454432"	"-0.0151131501622521"	"3.04727328112803e-09"
"bio31"	"0.176895490051482"	"0.0796130261858387"	"0.423358681276685"	"0.121774871984377"	"0.109586079924492"	"0.0831278552870873"	"-0.14978020910324"	"0.524831474407197"	"-0.0920765072245437"	"-0.638048496289542"	"-0.0247455504513285"	"0.0800146639744829"	"-0.0622401329721517"	"0.076675277371051"	"0.104468076351455"	"-0.0589583112803007"	"-0.0628687548707217"	"0.0164000375702878"	"0.000928737640202855"	"-0.0124822458257214"	"0.0163157041169092"	"-0.000982661930485433"	"-0.00902457576397313"	"0.000340295683375957"	"-0.00479742597125587"	"-0.00392691286368689"	"5.98452027454968e-09"
"bio32"	"-0.22028302114455"	"0.0658786150571714"	"0.190471351713476"	"0.116730807624349"	"0.158670691581607"	"0.138446830378939"	"0.110589229913175"	"0.206108171209506"	"-0.101552337201532"	"0.246584800219921"	"-0.000408178377714074"	"-0.065887360345651"	"-0.0483539931609599"	"-0.0795080451842684"	"-0.032750110625349"	"0.202527807692704"	"0.216400917851712"	"-0.0993549406100064"	"-0.0544221567400698"	"0.0179722687177878"	"-0.0340309642031043"	"-0.0406260266218599"	"-0.281957123197414"	"0.0164900073544705"	"-0.727521193529217"	"-0.0107050253828569"	"2.96252420968373e-09"
"bio33"	"-0.226998481610746"	"0.01838185247314"	"-0.173585495161854"	"-0.0678662544058261"	"-0.014230279403124"	"-0.130448086191613"	"-0.103436541710308"	"0.0613497478182476"	"-0.27460564835307"	"-0.0296647824334529"	"0.0984697867957174"	"0.28847151581237"	"-0.0150883685386287"	"-0.0552877723925636"	"0.182015666993504"	"-0.107528008117959"	"-0.0075759601212296"	"0.0206252055068202"	"0.153243144202675"	"-0.111623786704078"	"0.00802788096892053"	"-0.342215897954553"	"0.642493880133429"	"0.109876451889834"	"-0.289006941022494"	"0.0503850859192147"	"-1.65988165585367e-08"
"bio34"	"-0.226311671712386"	"0.0228034508785236"	"-0.171358469207829"	"-0.075191380949466"	"-0.0114502193678713"	"-0.151632266718891"	"-0.101498437850705"	"0.0463895871882218"	"-0.30623244601575"	"-0.100395061662594"	"0.0952246236724086"	"0.181768640277208"	"-0.0779432433653384"	"-0.136424890211"	"0.0868533490806343"	"0.00493365458942059"	"0.0910690795290573"	"-0.0574244524186788"	"-0.0211872130185785"	"0.612387306322627"	"0.0726486945527776"	"0.549791066331363"	"-0.0300751995277125"	"-0.0490962474834958"	"0.0183733965154345"	"-0.0344897727314345"	"-3.5065531276956e-09"
"bio35"	"-0.218284821726104"	"0.072071240110735"	"0.176802011892742"	"0.154462805701742"	"0.136157374522132"	"0.17379789093207"	"0.111698601072782"	"0.221819026814947"	"-0.0745369135893501"	"0.337158433492681"	"-0.0200928949514699"	"0.0466875677337753"	"0.290237965278296"	"0.0922121879753835"	"-0.228497686685984"	"-0.257080208064963"	"-0.456315170672662"	"0.250654132787886"	"-0.031195510052093"	"-0.0740750301543514"	"0.155204927759263"	"0.310168220095931"	"0.201772299903762"	"-0.091888266808806"	"0.0418751161450715"	"-0.00664300791849289"	"-1.37000760034444e-08"
"bio4"	"-0.0424397452190189"	"-0.421958346358127"	"0.199827943033753"	"0.202567442293126"	"-0.19518345348322"	"-0.0744667422723105"	"-0.170074522639526"	"-0.0134873469301725"	"0.0503340413689614"	"0.0137417005680392"	"-0.0437626646964464"	"0.0755620019421654"	"0.475198872346806"	"-0.151915260081976"	"0.0137511702956553"	"0.293959658072292"	"-0.151518744836048"	"-0.160893802081151"	"-0.128739872021662"	"0.230660588155958"	"-0.0327866477950559"	"-0.196062985825558"	"0.0697892883881791"	"0.0173385916412643"	"0.0139826706386889"	"-0.396345858080908"	"-4.88087846661956e-08"
"bio5"	"0.223398188432246"	"0.0352295435985365"	"0.045640887774626"	"0.243369372911134"	"-0.239471772963127"	"-0.0448541887652281"	"-0.0638467834905725"	"0.0217302938426623"	"-0.19552144313909"	"0.203507088939791"	"-0.121784350696549"	"0.0551264392554653"	"-0.121265235124842"	"0.0247414237593876"	"0.121516015316221"	"0.035546628169156"	"0.0759243274386518"	"0.542838637747102"	"0.0536417679370191"	"0.129450114549447"	"-0.0851382625473657"	"-0.0727788282812149"	"-0.0813974980674484"	"0.151239975038649"	"0.0145265431920575"	"-0.0347641642904304"	"0.575530124975005"
"bio6"	"0.152242121849384"	"0.339815369936201"	"-0.127854703420434"	"0.0838213342458171"	"0.000173060336343102"	"0.14305705526035"	"-0.122449403409774"	"-0.00998540790398991"	"-0.0978949850674679"	"0.0689981886626773"	"-0.157276142005718"	"0.0213030903769498"	"-0.0319281674402641"	"-0.00775406635701141"	"-0.0322129407289199"	"0.229204487265553"	"-0.140198489271953"	"0.343357035380447"	"-0.0675653069210178"	"0.278478407300113"	"-0.0887879722675415"	"-0.222841505955379"	"-0.0206479360515167"	"0.10133519843292"	"0.0243086933976559"	"-0.01136186899748"	"-0.647772055387415"
"bio7"	"0.0600097179472074"	"-0.400370518939162"	"0.218545845323904"	"0.171828715969378"	"-0.276337253703817"	"-0.237367405173363"	"0.0852911294472644"	"0.0380136086264014"	"-0.0983958298930662"	"0.145103727768072"	"0.0636845887122562"	"0.0359154028292183"	"-0.0983853619523023"	"0.0385897825024443"	"0.181912722476326"	"-0.256461287591021"	"0.269481832813208"	"0.180310235551158"	"0.149531210377199"	"-0.212134366447541"	"0.0170582367317121"	"0.205274800404922"	"-0.0670564171527188"	"0.0428745906814019"	"-0.0147970300432964"	"-0.0253383840693154"	"-0.499155726708008"
