"Sp"	"Algorithm"	"Threshold"	"Partition"	"AUC"	"Kappa"	"TSS"	"Jaccard"	"Sorensen"	"Fpb"	"OR"	"Boyce"	"AUC_SD"	"Kappa_SD"	"TSS_SD"	"Jaccard_SD"	"Sorensen_SD"	"Fpb_SD"	"OR_SD"	"Boyce_SD"
"calonectria_pseudonaviculata"	"BRT"	"MAX_TSS"	"BOOT"	0.998192419825073	0.971428571428572	0.971428571428572	0.971820377381722	0.98558335821917	1.94364075476344	0.0204081632653061	0.57736	0.00164374585673995	0.0225829932723464	0.0225829932723464	0.0221117256932015	0.0114181625914193	0.0442234513864032	0.0197735568021145	0.289407541190549
"calonectria_pseudonaviculata"	"GAM"	"MAX_TSS"	"BOOT"	0.995276967930029	0.975102040816327	0.975102040816327	0.975374223535568	0.987323310849106	1.95074844707114	0.0179591836734694	0.678553191489362	0.0118746715031802	0.0286516396542762	0.0286516396542762	0.0283822049066283	0.0149393954542771	0.056764409813256	0.027854392798825	0.295470208055378
"calonectria_pseudonaviculata"	"GAU"	"MAX_TSS"	"BOOT"	0.99783423573511	0.97795918367347	0.97795918367347	0.978405922368948	0.988994581988734	1.9568118447379	0.00816326530612245	0.65092	0.002931798654074	0.0192684683870066	0.0192684683870066	0.0188720947571988	0.00968469050525742	0.0377441895143977	0.0142827390249748	0.281286827248759
"calonectria_pseudonaviculata"	"MXS"	"MAX_TSS"	"BOOT"	0.997800916284881	0.97795918367347	0.97795918367347	0.9784	0.98901644256578	1.9568	0.00653061224489796	0.76014	0.00253557982635192	0.0164096178186241	0.0164096178186241	0.0160814254622518	0.00824099077933394	0.0321628509245035	0.0112462399545107	0.204929555840886
"calonectria_pseudonaviculata"	"PCA"	"MAX_TSS"	"BOOT"	0.998692211578509	0.989795918367347	0.989795918367347	0.989836734693878	0.994818875188149	1.97967346938776	0.00897959183673468	0.84552	0.00223578595694158	0.0171244025138056	0.0171244025138056	0.0170606007350969	0.00875237240942911	0.0341212014701943	0.0160535275777682	0.230890754271719
"calonectria_pseudonaviculata"	"PCS"	"MAX_TSS"	"BOOT"	0.999058725531029	0.991836734693878	0.991836734693878	0.991869387755102	0.995862782765814	1.9837387755102	0.00693877551020407	0.85188	0.00193862739608793	0.014865946103769	0.014865946103769	0.0148161968779142	0.00758892540418152	0.0296323937558286	0.0140487274672382	0.24113063950092
"calonectria_pseudonaviculata"	"RDF"	"MAX_TSS"	"BOOT"	0.998404831320283	0.981224489795918	0.981224489795918	0.981444257703081	0.99055093515464	1.96288851540616	0.0106122448979592	0.69712	0.00283468022543412	0.0183650329423015	0.0183650329423015	0.0182187849873506	0.00935694681482879	0.0364375699747019	0.0176089432892612	0.243822086357898
"calonectria_pseudonaviculata"	"SVM"	"MAX_TSS"	"BOOT"	0.999475218658892	0.99469387755102	0.99469387755102	0.994718367346939	0.997332083723836	1.98943673469388	0.00408163265306122	0.896	0.00115314562092514	0.00904260199374388	0.00904260199374388	0.00900130274532837	0.00454684136479775	0.0180026054906561	0.00824614322083436	0.221915685404551
"calonectria_pseudonaviculata"	"WMEA"	"MAX_TSS"	"BOOT"	0.99865889212828	0.989387755102041	0.989387755102041	0.989444897959184	0.994616897489853	1.97888979591837	0.00897959183673468	0.8501	0.00226766987165697	0.0176089432892611	0.0176089432892611	0.0175195149361744	0.0089865229123892	0.0350390298723493	0.0160535275777682	0.224873138839277
