"Sp"	"Algorithm"	"Partition"	"Threshold"	"AUC"	"Kappa"	"TSS"	"Jaccard"	"Sorensen"	"Fpb"	"OR"	"AUC_SD"	"Kappa_SD"	"TSS_SD"	"Jaccard_SD"	"Sorensen_SD"	"Fpb_SD"	"OR_SD"	"Boyce"
"calonectria_pseudonaviculata"	"MXS"	"BLOCK"	"MAX_TSS"	0.513557341124909	0.138996138996139	0.138996138996139	0.481687014428413	0.648785425101215	0.963374028856826	0.184942084942085	0.0474572469360263	0.00546028402460653	0.00546028402460653	0.0674929891032665	0.0615497805486266	0.134985978206533	0.223325616606408	0.042
"calonectria_pseudonaviculata"	"SVM"	"BLOCK"	"MAX_TSS"	0.54955918963641	0.222393822393822	0.222393822393822	0.480960548885077	0.649037709278673	0.961921097770154	0.275675675675676	0.0840331386733637	0.00873645443937052	0.00873645443937052	0.0397823369175278	0.0362902557078998	0.0795646738350557	0.107021566882288	0.2335
"calonectria_pseudonaviculata"	"RDF"	"BLOCK"	"MAX_TSS"	0.424510069915475	0.0833976833976834	0.0833976833976834	0.419108669108669	0.58693009118541	0.838217338217338	0.313899613899614	0.0669873547148487	0.00327617041476383	0.00327617041476383	0.103173700063239	0.102734663041693	0.206347400126477	0.282296684072158	-0.228
"calonectria_pseudonaviculata"	"GAU"	"BLOCK"	"MAX_TSS"	0.563699110031156	0.221621621621622	0.221621621621622	0.466954022988506	0.635026737967914	0.933908045977011	0.308880308880309	0.0467918934077769	0.0305775905377967	0.0305775905377968	0.0711170613262332	0.0661730944960672	0.142234122652466	0.169268804762803	0.2105
"calonectria_pseudonaviculata"	"BRT"	"BLOCK"	"MAX_TSS"	0.44408014191798	0.0833976833976834	0.0833976833976834	0.321678321678322	0.453636363636364	0.643356643356643	0.446718146718147	0.030013853106067	0.00327617041476383	0.00327617041476383	0.273612414165424	0.320126524573546	0.547224828330848	0.591348759864889	-0.267
"calonectria_pseudonaviculata"	"WMEA"	"BLOCK"	"MAX_TSS"	0.489925016025402	0.111196911196911	0.111196911196911	0.342171717171717	0.508070175438597	0.684343434343434	0.530501930501931	0.0209628525753948	0.00436822721968526	0.00436822721968526	0.066068057838137	0.0734398621863924	0.132136115676274	0.138691214225006	-0.0645
"calonectria_pseudonaviculata"	"PCA"	"BLOCK"	"MAX_TSS"	0.484296596651809	0.0833976833976834	0.0833976833976834	0.427230046948357	0.592592592592593	0.854460093896714	0.271428571428571	0.0268565861735378	0.00327617041476383	0.00327617041476383	0.132790005856629	0.130945700219731	0.265580011713257	0.38385796692984	-0.07
"calonectria_pseudonaviculata"	"PCS"	"BLOCK"	"MAX_TSS"	0.533299742102831	0.17953667953668	0.17953667953668	0.471218420211065	0.639710230632762	0.94243684042213	0.266023166023166	0.0257354359633888	0.0518726982337622	0.0518726982337622	0.0526881611821124	0.0487155174501672	0.105376322364225	0.10865965208967	0.068
