"Sp"	"Algorithm"	"Partition"	"Threshold"	"AUC"	"Kappa"	"TSS"	"Jaccard"	"Sorensen"	"Fpb"	"OR"	"AUC_SD"	"Kappa_SD"	"TSS_SD"	"Jaccard_SD"	"Sorensen_SD"	"Fpb_SD"	"OR_SD"	"Boyce"
"calonectria_pseudonaviculata"	"MXS"	"BLOCK"	"MAX_TSS"	0.4962043151952	0.109907120743034	0.109907120743034	0.377083333333333	0.547252747252747	0.754166666666667	0.460526315789474	0.0484602889463506	0.0306485911350207	0.0306485911350207	0.0324090608043834	0.0341897784309979	0.0648181216087669	0.055824219567359	0.1065
"calonectria_pseudonaviculata"	"SVM"	"BLOCK"	"MAX_TSS"	0.590679485090435	0.224458204334365	0.224458204334365	0.501282051282051	0.667614848527948	1.0025641025641	0.221362229102167	0.0381379085176385	0.0569188121078955	0.0569188121078955	0.0253833203502863	0.0225276516833717	0.0507666407005727	0.021891850810729	0.508
"calonectria_pseudonaviculata"	"RDF"	"BLOCK"	"MAX_TSS"	0.412874176882746	0.0557275541795665	0.0557275541795665	0.514332514332514	0.679285714285714	1.02866502866503	0	0.0615140674793116	0.00437837016214586	0.00437837016214586	0.00115824206582564	0.00101015254455222	0.00231648413165128	0	-0.368
"calonectria_pseudonaviculata"	"GAU"	"BLOCK"	"MAX_TSS"	0.573134027930873	0.221362229102167	0.221362229102167	0.421153846153846	0.592380952380952	0.842307692307692	0.43266253869969	0.0483755681614794	0.0218918508107291	0.021891850810729	0.0299160561271231	0.0296311413068648	0.0598321122542463	0.0536350344862861	0.214
"calonectria_pseudonaviculata"	"BRT"	"BLOCK"	"MAX_TSS"	0.501224491752054	0.0820433436532508	0.0820433436532508	0.416666666666667	0.583333333333333	0.833333333333333	0.305727554179567	0.0531131544514792	0.0328377762160936	0.0328377762160936	0.117851130197758	0.117851130197758	0.235702260395516	0.349175020431128	0.0475
"calonectria_pseudonaviculata"	"WMEA"	"BLOCK"	"MAX_TSS"	0.511430187196273	0.109907120743034	0.109907120743034	0.38804347826087	0.556246466930469	0.776086956521739	0.424148606811146	0.0308451433559219	0.0306485911350207	0.0306485911350205	0.0876197533209418	0.0911364308143204	0.175239506641884	0.190459102053343	0.0025
"calonectria_pseudonaviculata"	"PCA"	"BLOCK"	"MAX_TSS"	0.512554035790624	0.109907120743034	0.109907120743034	0.429827315541601	0.598553623634405	0.859654631083203	0.314241486068111	0.0263176646124027	0.0306485911350207	0.0306485911350205	0.0883605962047868	0.0866067083896741	0.176721192409574	0.221107693188363	0.0125
"calonectria_pseudonaviculata"	"PCS"	"BLOCK"	"MAX_TSS"	0.50925437797736	0.139318885448916	0.139318885448916	0.471486175115207	0.638507661558961	0.942972350230415	0.212074303405573	0.0199432727586904	0.0109459254053645	0.0109459254053645	0.0859444302018211	0.0795200697297064	0.171888860403642	0.258323839566602	0.0945
