"Variable"	"PC1"	"PC2"	"PC3"	"PC4"	"PC5"	"PC6"	"PC7"	"PC8"	"PC9"	"PC10"	"PC11"	"PC12"	"PC13"	"PC14"	"PC15"	"PC16"	"PC17"	"PC18"	"PC19"	"PC20"	"PC21"	"PC22"	"PC23"	"PC24"	"PC25"	"PC26"	"PC27"
"bio32"	"-0.226929747837191"	"0.0763856547551368"	"-0.270662039934554"	"-0.101733791056296"	"0.142663923912834"	"0.280707672441786"	"-0.143676291626083"	"-0.122295891581006"	"0.0094653059499295"	"-0.0634181807291118"	"-0.0677332125658204"	"-1.54616692375608e-05"	"-0.189398128643704"	"-0.015820017115698"	"0.103505688631726"	"0.169868149005409"	"-0.0828518950463896"	"-0.0215647283857073"	"0.143342848565581"	"-0.0106864788493698"	"0.0525987774427577"	"0.116035672549565"	"-0.385685275832422"	"-0.615150834219795"	"0.261514879194536"	"-0.0120916673274474"	"-6.55390838986972e-09"
"bio33"	"-0.257581399641294"	"-0.0775507787089943"	"0.115342705417394"	"0.0488111482063195"	"0.0295856870120828"	"-0.154628391948336"	"-0.0219128004222291"	"-0.242076845190426"	"-0.0592155354741728"	"0.20020698399657"	"0.199257726644902"	"-0.00330976804479564"	"-0.159967976241832"	"0.0624970132966974"	"0.0416627692858269"	"-0.0360800452273511"	"0.117859189596404"	"-0.0520659228935216"	"-0.204405991590489"	"-0.216946710010072"	"0.193893627245713"	"-0.153862569468131"	"0.566728735944314"	"-0.458645186891029"	"-0.118290929129823"	"-0.000370108512128181"	"-2.95896790083777e-08"
"bio34"	"-0.256739882729907"	"-0.0724072058498203"	"0.112605239140219"	"0.0632953962836588"	"0.0294894137912479"	"-0.201466480647847"	"-0.0386355111314074"	"-0.220725056057464"	"-0.0669984917725149"	"0.101166811749221"	"0.123763041405975"	"0.132652512586124"	"-0.22972980153981"	"0.0113275470052749"	"-0.00281560839593193"	"-0.0991172295502117"	"-0.353899386627349"	"0.467697294639827"	"-0.10885429848025"	"0.53656625334717"	"-0.222589627107789"	"0.100682781250701"	"-0.0263339250498456"	"0.0494283289308399"	"0.0594141759856568"	"-0.00481970923212643"	"5.17625758309892e-09"
"bio35"	"-0.218293501431592"	"0.0909683437003455"	"-0.234091989884527"	"-0.176070558574559"	"0.130499063924005"	"0.347530361229429"	"-0.148591431374992"	"-0.20148495903023"	"0.0574566054025926"	"0.205294936167499"	"0.0664678424381717"	"-0.0412215826039816"	"0.515234567700939"	"-0.0939141295713991"	"-0.384376330290554"	"-0.23134730060739"	"0.109064891139231"	"-0.0948771542178857"	"-0.0694728647231287"	"0.258947204868531"	"-0.0943492985104257"	"-0.046213908335144"	"0.154833959401951"	"0.0425139755690196"	"0.0315777936041584"	"0.00891608853739341"	"-7.20585356454485e-09"
"bio4"	"0.111954759928693"	"-0.292357246925122"	"-0.174574122017855"	"-0.238323170055471"	"-0.229157485514058"	"-0.00261110101242944"	"0.109964676942831"	"-0.12378191669315"	"0.00106676276778583"	"0.117162245543512"	"0.0894096512070542"	"0.0076148648478128"	"0.0563516399675909"	"-0.342667391146568"	"0.201220151173609"	"-0.0587049898621117"	"0.079384330698536"	"0.134937793718367"	"0.278432026859048"	"-0.0424113458097486"	"0.00782116620589687"	"0.382204593174625"	"0.149505528276693"	"-0.0142417649328156"	"-0.0567855788437725"	"-0.522224688098325"	"-1.17628657740909e-07"
"bio5"	"0.22881233071309"	"0.142843752755435"	"0.0101254348542591"	"-0.292469336861815"	"-0.150588658966106"	"-0.0372327431057603"	"0.0193364732858135"	"-0.26893223430515"	"0.145687776889319"	"0.0876486233089371"	"-0.0132998203495571"	"-0.110939092283962"	"-0.0861076455512235"	"0.193259590763988"	"0.0375439828176133"	"0.0739445002855576"	"-0.143457042080915"	"-0.301264608356283"	"-0.459611123619791"	"0.0510987567435357"	"-0.0598878514515751"	"0.302228095506093"	"-0.086187293965193"	"0.00216255183083477"	"-0.101936608792873"	"-0.022829298221532"	"0.461885327061872"
"bio6"	"0.0195783991465675"	"0.343462666566037"	"0.208709690849321"	"-0.0254979792523285"	"0.160451751379249"	"0.0195539811939233"	"0.0692999504506553"	"-0.0769672338251282"	"0.107736456283916"	"-0.0654644806586845"	"0.0327439212201312"	"0.0693473181208172"	"-0.0188051944049841"	"0.10868324040641"	"-0.0901742108437874"	"-0.0150010025444532"	"-0.0306674350502765"	"-0.0883367643955465"	"-0.0333227352182696"	"-0.068139515693422"	"-0.0039851520210068"	"0.563918608928577"	"0.0852111752904144"	"-0.00496886618616053"	"-0.0930947399351705"	"0.00945417931862413"	"-0.640102791410051"
"bio7"	"0.151727977859103"	"-0.250630904636633"	"-0.209983860023506"	"-0.193446753844745"	"-0.280578668898961"	"-0.0483980474788256"	"-0.0577051211915881"	"-0.122077253113531"	"-0.00272232520545725"	"0.134193453017341"	"-0.044144664459623"	"-0.155763648738743"	"-0.045174280241646"	"0.0320798726494846"	"0.122261112040392"	"0.0712701512732773"	"-0.0759519045513294"	"-0.134547681329579"	"-0.311033044107806"	"0.109485190639181"	"-0.0408999982331906"	"-0.360570728326749"	"-0.153682099793944"	"0.00680752748790974"	"0.0203717386108293"	"-0.0270315911880675"	"-0.613946545778996"
"bio8"	"0.0425503574986833"	"-0.110314935671435"	"0.189402116007753"	"-0.661240214214993"	"0.420106127259782"	"-0.128160869687189"	"-0.223932724054219"	"0.375298948794702"	"-0.325060213133689"	"0.120333161796281"	"0.0576614912385075"	"-0.019952305199987"	"-0.0562162757540316"	"0.0315591441738189"	"0.0092399234595581"	"-0.0249404781581719"	"-0.0138846347950961"	"0.00240304210495763"	"-0.000317193604457369"	"0.00209414776767546"	"0.00681321533077361"	"-0.00310663875281086"	"6.81254182617712e-05"	"0.00126537263193426"	"-0.00237735256848776"	"0.0012600187359734"	"2.24151459349153e-09"
"bio9"	"0.108838484339359"	"0.313076933383784"	"0.0104803925463067"	"0.104235035937033"	"-0.0931245294906011"	"0.03570574002162"	"0.139726655691289"	"-0.171895649626154"	"-0.70586097060475"	"0.334969310067637"	"-0.4164574788367"	"0.0808739506798192"	"0.0297392106856782"	"-0.134710212708342"	"-0.00607102901764216"	"0.088162012022168"	"-0.0383443613433597"	"-0.0158680320248967"	"0.0230406667000181"	"-0.0139831376351334"	"-0.00891001223742234"	"-0.000696948716029145"	"0.01559890406283"	"-0.00970193063643687"	"-0.00373270808879814"	"-0.00123488740453689"	"-2.72222325741351e-09"
